Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Kerrupuk Singkong Sari Jaya,Pembuatan Kerupuk Singkong,"318,7","57,6",3,2014,"['_pengusahadetail(""?pm=48KIeaMemwJuPCVmAMisbw==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kerrupuk Singkong Sari Jaya"")']"
 Usaha Ayam Potong,Pedagang Ayam Potong,"69,2",87,2,2014,"['_pengusahadetail(""?pm=whmmGm0cjxxaY5/cHN710Q==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Usaha Ayam Potong"")']"
 Industri Pengolahan Tahu Tela,Tahu Tela,"26,34","86,4",1,2014,"['_pengusahadetail(""?pm=sG1KmAj3PZJNJpm5LNpngQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Industri Pengolahan Tahu Tela"")']"
 Gorengan Nisah,Pengolahan Pisang,"6,03",9,2,2014,"['_pengusahadetail(""?pm=92rCLN9Viu+IIJxDruohqA==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Gorengan Nisah"")']"
 Cimi-Cimi Rumput Laut,Cimi Cimi Rumput Laut,"23,9","62,4",1,2014,"['_pengusahadetail(""?pm=aPa3PqFpHbEqev2oc5XMmw==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Cimi-Cimi Rumput Laut"")']"
 Nuget Sehat Sayur,Nuget Sehat Sayur,"25,35",60,1,2014,"['_pengusahadetail(""?pm=AD+A/OCBKchxoA5kLGsdDw==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Nuget Sehat Sayur"")']"
 M H Snack (Krupuk Ikan Tengiri),Snack Krupuk,25,48,4,2014,"['_pengusahadetail(""?pm=eZF0sC0vUu53ktbuN5YXyQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""M H Snack (Krupuk Ikan Tengiri)"")']"
 Perintis Jaya,Pabrik Batako,"424,5","1.357,2",4,2014,"['_pengusahadetail(""?pm=n8Kkb5bu4OMfX3+QtqcLxg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Perintis Jaya"")']"
 Kopra Elianor,Kopra,31,10,5,2014,"['_pengusahadetail(""?pm=Vxko3sNQKSpR9eMOhP0hDA==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kopra Elianor"")']"
 Usaha Pembuatan Tempe,Pembuatan Tempe,"79,05",10,3,2014,"['_pengusahadetail(""?pm=RMmBPWuG3f5DPod80bc4Eg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Usaha Pembuatan Tempe"")']"
 Gula Merah Muroji,Pembuatan Gula Merah,"38,57",10,2,2014,"['_pengusahadetail(""?pm=NlTnarzC4vrC3IvDSrmnOA==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Gula Merah Muroji"")']"
 Pembuatan Sambel Kacang Kemasan,Sambel Kacang,"7,6","99,5",2,2014,"['_pengusahadetail(""?pm=S2Q+O9Im6QiTn5CNPJFbwQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Pembuatan Sambel Kacang Kemasan"")']"
 Pembuatan Kue Bolu ,Pembuatan Kue Bolu,1,"12,5",1,2014,"['_pengusahadetail(""?pm=0HchIYVRMb+lk59bo3WMMQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Pembuatan Kue Bolu "")']"
 Tempe Saminah,Industri Rumah Pembuatan Tempe,"13,08",7,1,2014,"['_pengusahadetail(""?pm=PPxXzHLfv0BIv5e0HAUYXg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Tempe Saminah"")']"
 Kripik Tempe Hoiriyah,Kripik Tempe,"36,2",17,3,2014,"['_pengusahadetail(""?pm=qLVM1q2py7yA7rWKIFCByQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kripik Tempe Hoiriyah"")']"
 PT Kampung Lidi Saloloang,Sapu Lidi,"118,5","38,8",50,2014,"['_pengusahadetail(""?pm=29syPLFiOdQH8CggjAcYdg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""PT Kampung Lidi Saloloang"")']"
 Bakwan Malang Agung,Bakwan Malang,422,840,15,2010,"['_pengusahadetail(""?pm=zWG+PM4o+3fLR67Wz7kfJw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Bakwan Malang Agung"")']"
 Fredy Somay,Somay,"106,16",720,20,2010,"['_pengusahadetail(""?pm=8o6JkrM98V32Sy/Y8lejHA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Fredy Somay"")']"
 Ibu Sawiyah Tape Singkong,Tape Singkong,"54,9",240,3,2010,"['_pengusahadetail(""?pm=xtJQVlB5xTR9DxW1jw97dA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Ibu Sawiyah Tape Singkong"")']"
 Aneka Alumunium,Pembuatan Etalase Dan Las,291,54,5,2013,"['_pengusahadetail(""?pm=9Tfq1YulaUk4GIl+ylX6iA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Aneka Alumunium"")']"
 Bu Warni,Telor Asin,164,72,2,2012,"['_pengusahadetail(""?pm=NnpJyO63Ega54GQz3caxAQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bu Warni"")']"
 Pengetaman Kayu Jhoni Putra,Pembuatan Kusen-Kusen,143,120,4,2008,"['_pengusahadetail(""?pm=oruEFtA50bcoXbO98l77jg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengetaman Kayu Jhoni Putra"")']"
 DeRis,"Pembuatan Pastri, Cake & kue kering","250,5",108,5,2008,"['_pengusahadetail(""?pm=UPSmMGpyuNA9GIvnTW6NZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""DeRis"")']"
 Fortuna Stick,Pembuatan Kue/ stick,"65,61",48,5,2008,"['_pengusahadetail(""?pm=jBuz6uYSeEAPWS5+ecJsYw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Fortuna Stick"")']"
 Kalua Jeruk,Pembuatan Kalua Jeruk,"354,5",72,8,2008,"['_pengusahadetail(""?pm=v+9xSTRZPyoMRzLtFHItjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kalua Jeruk"")']"
 Sawargi,Pembuatan Kalua Jeruk,"74,59",60,4,2008,"['_pengusahadetail(""?pm=uh/7DlbgpRmPTQhgt4SsWg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sawargi"")']"
 Kalua Jeruk Pusaka,Pembuatan Kalua Jeruk,"206,79",72,5,2008,"['_pengusahadetail(""?pm=gEXDUxZlVc0jpmM3AVmmrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kalua Jeruk Pusaka"")']"
 Doa Rahma,Pembuatan Sarung golok,"10,95",48,4,2008,"['_pengusahadetail(""?pm=k3d79My2WyO5Wx9ShMgd/A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Doa Rahma"")']"
 Pusaka II,Pembuatan Kalua Jeruk,"340,51","64,8",4,2008,"['_pengusahadetail(""?pm=gTOqapRMbRcrZKDmMgo1Pw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pusaka II"")']"
 PHPM (Production House Putri Mandiri),"Pembuatan Risoles, Puding, Sus, Dll","2,8",48,2,2008,"['_pengusahadetail(""?pm=Nl9DsuCtNwryrVAnVA/sQA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""PHPM (Production House Putri Mandiri)"")']"
 Nopia Narwan,Mino,3.110,1.110,16,2012,"['_pengusahadetail(""?pm=lGPvtvnawllBEuOl4dq2oQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Nopia Narwan"")']"
 Pusaka,Pembuatan Kalua Jeruk,"18,12",45,4,2008,"['_pengusahadetail(""?pm=xz2Kd3YUsvLzER+ADswpMg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pusaka"")']"
 INDUSTRI TEMPE KASMINI,PRODUKSI TEMPE,101,48,0,2011,"['_pengusahadetail(""?pm=HCS67xCfy0n+AzHzT1BONA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""INDUSTRI TEMPE KASMINI"")']"
 MEUBEL GARUDA,MEUBEL,260,380,5,2011,"['_pengusahadetail(""?pm=Qns8zpOOYLPbY8x39nH5RA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""MEUBEL GARUDA"")']"
 SAFIRA CATERING,CATERING DAN KUE,126,350,4,2011,"['_pengusahadetail(""?pm=0Bz9T+4XBjZFI8NGFVOl0Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""SAFIRA CATERING"")']"
 UD. Meubel A.Rois Sumende,Pembuatan Furniture,"427,5",435,3,2008,"['_pengusahadetail(""?pm=TaXy5V72VGn+uNXuHBU7iw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Meubel A.Rois Sumende"")']"
 Tempe Lasinem,Pengolahan Kedelai,"116,3",107,2,2008,"['_pengusahadetail(""?pm=8hUworS219J793CirSnItA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tempe Lasinem"")']"
 Sumber Rezeki,Pembuatan Kusen,14,60,2,2008,"['_pengusahadetail(""?pm=zukropCYpY+G5K/3GvVQ1A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Rezeki"")']"
 Fr Alumunium Kaca,Pengolahan Almunium,"24,62",180,6,2008,"['_pengusahadetail(""?pm=hyEqysCQERjaRdwwsD41Hg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Fr Alumunium Kaca"")']"
 UD Agus Putra Jaya,Pembuatan Kusen,19,360,6,2008,"['_pengusahadetail(""?pm=IHTxWtaNjzk70WMAWO1lKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Agus Putra Jaya"")']"
 Sumber Jaya Abadi,Pembuatan Kusen,28,240,4,2008,"['_pengusahadetail(""?pm=rgNpdufz64p47VhddoMyEg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Jaya Abadi"")']"
 Sumber Jati,Pembuatan Kusen,17,240,6,2008,"['_pengusahadetail(""?pm=SS62LnTfHlKuaCk8mDAUIQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Jati"")']"
 Santika Design,Pembuatan Pagar Besi,21,180,6,2008,"['_pengusahadetail(""?pm=yLzcZ0N5RVEpn3fRrRy8sQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Santika Design"")']"
 UD Sumber Jaya,Pembuatan Kusen,66,72,3,2008,"['_pengusahadetail(""?pm=V5j92Q8uy11NtZj6BjpKQA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Sumber Jaya"")']"
" Meubel "" Abidin """,Pembuatan Sofa,"34,15",168,3,2008,"['_pengusahadetail(""?pm=rHO88uthZpFWGqaHf+4u1g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel "" Abidin """")']"
 Harapan Jaya ,Pembuatan Kusen,"124,5",170,3,2008,"['_pengusahadetail(""?pm=op5+Jvf+mOYb/r+0V1RMOA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Harapan Jaya "")']"
 Masliati,Produksi Purun,"8,05","2,8",1,2011,"['_pengusahadetail(""?pm=/qOj7EiczFucJnS0i3Ce6g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Masliati"")']"
 Perajin Purun,Produksi Purun,"8,02","2,56",1,2011,"['_pengusahadetail(""?pm=xAyzL10Sb4nXXn81kZPMLg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Perajin Purun"")']"
 Gerabah Tanah,Produksi Gerabah,67,194,7,2013,"['_pengusahadetail(""?pm=exmZ//dvpA+P9pHmGOUrvg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Gerabah Tanah"")']"
 Usaha Loster,Produksi Loster,69,90,5,2013,"['_pengusahadetail(""?pm=yKOR2nRM+1c9nI14/tepaA==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Usaha Loster"")']"
 Rendang Padang Hj.Arnis,Rendang,39,72,3,2009,"['_pengusahadetail(""?pm=YQhhFORQX6zcWbGlkbu8bw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Rendang Padang Hj.Arnis"")']"
 Tika Prabot,Perabot,457,516,3,2009,"['_pengusahadetail(""?pm=5FzdhzJkdHJjTZ2TDNyttA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Tika Prabot"")']"
 Nur Fajri,Kompor,153,122,4,2009,"['_pengusahadetail(""?pm=zisD8ZKUsuerc7Cmt1ol+w==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Nur Fajri"")']"
 Afda Resti Emi,Kripik Pisang,179,158,3,2009,"['_pengusahadetail(""?pm=fbEg8+j0IOwa36o36xh9Mw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Afda Resti Emi"")']"
 Riau Jaya Paving,Pembuatan Pavin Blok,195,108,3,2008,"['_pengusahadetail(""?pm=9RSOUBGFnvCDSa3OMSeEEg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Riau Jaya Paving"")']"
 Toko Kaca Awinium Riad,Pembuatan Meubel,63,240,3,2008,"['_pengusahadetail(""?pm=x/6WHWvt64gSgcYQpsUaVA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kaca Awinium Riad"")']"
 Tempe Suparno,Pembuatan Tempe,"41,6",210,3,2008,"['_pengusahadetail(""?pm=8XURDbaarKxztL6nbqVuhw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tempe Suparno"")']"
 Panara Tempe,Pembuatan Tempe,"31,48",210,3,2008,"['_pengusahadetail(""?pm=kUV72slSf7k7lv+tPqIEEw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Panara Tempe"")']"
 Bon Tempe,Pembuatan Tempe,"21,2",225,2,2008,"['_pengusahadetail(""?pm=eS78msoDXDicMZYINUf0zA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bon Tempe"")']"
 Aura Ksih Tempe,Pembuatan Tempe,"22,18",180,2,2008,"['_pengusahadetail(""?pm=jN56EV9hRY0lrc6vH2lV9g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aura Ksih Tempe"")']"
 Yadi Tahu,Pembuatan Tahu,"41,38",675,4,2008,"['_pengusahadetail(""?pm=a5OoVec1T6D7ZxwaJyC6XA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yadi Tahu"")']"
 An Nuur,Pembuatan Jamu (Serbuk dan Kapsul),"90,9",180,8,2008,"['_pengusahadetail(""?pm=yWc2ZX1mXn9MmjWK7kOjfQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""An Nuur"")']"
 CV. Kreasindo Jaya,Pembuatan Batu Relief,"62,76",80,9,2008,"['_pengusahadetail(""?pm=fkz9ZqJxoeGh3R+xoplfxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""CV. Kreasindo Jaya"")']"
 Yanti Collection,Pembuatan Tas,65,60,3,2008,"['_pengusahadetail(""?pm=XQZKWQwPBWmplWFPKsu1cg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yanti Collection"")']"
 Pakaryan Aneka Kerajinan Melati Putih,Pembuatan Miniatur dan Aksesoris,"1.520,75",80,11,2008,"['_pengusahadetail(""?pm=2v4Num59SEimISShSEVzDg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pakaryan Aneka Kerajinan Melati Putih"")']"
 Hasta Karya,Pembuatan Bathroom Furniture,"214,39",2.628,115,2008,"['_pengusahadetail(""?pm=NSQrKDlAKASel/KOBpT8Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hasta Karya"")']"
 Modest Art Collection,Pembuatan Tas,62,36,4,2008,"['_pengusahadetail(""?pm=hUzU6WEbW4KiGxq/wOGOsQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Modest Art Collection"")']"
 Wasino,Pembuatan Sarung Hp,"72,5","230,4",8,2008,"['_pengusahadetail(""?pm=fLfeO+6RG+KoqqUf5stj9g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wasino"")']"
 Syifa Collection,Pembuatan Dompet dan Tas,"88,75","138,82",3,2008,"['_pengusahadetail(""?pm=RoFf1itZFAGXoLRvAVGvAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Syifa Collection"")']"
 Sisi lain batik,Pembuatan Kaos Batik,304,520,10,2008,"['_pengusahadetail(""?pm=n1Veeg6v5fKiE/VzjGYfdg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sisi lain batik"")']"
 Handycraft Sukirno,Pembuatan Wayang Kulit,2.788,500,170,2008,"['_pengusahadetail(""?pm=Tvf4KYK/k3nQT8oZ9exw0w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Handycraft Sukirno"")']"
 Suyatmo Collection,Pembuatan Dompet dan Gantungan Kunci,"14,6",96,3,2008,"['_pengusahadetail(""?pm=g7F3e3VyAZEnd0lDxH5RmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Suyatmo Collection"")']"
 Anyar Pigura,Pembuatan Pigura,"19,1",94,5,2008,"['_pengusahadetail(""?pm=qbPb9Yi2zGDD5jn1Lqvqng==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anyar Pigura"")']"
 Moerdijatno,Pembuatan Dompet,"59,7","86,4",2,2008,"['_pengusahadetail(""?pm=Jdcr7KEuKuLBL8NOFLl4vA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Moerdijatno"")']"
 Angga Souvenir,Pembuatan Fiber Glass,474,75,2,2008,"['_pengusahadetail(""?pm=0yUCspoqln07/vpf2GO4sg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Angga Souvenir"")']"
 BW Silver,Pembuatan Cincin,235,144,2,2008,"['_pengusahadetail(""?pm=LIwpU7wSqRCfybPw7HuIcQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""BW Silver"")']"
 AS Collection,Pembuatan Tas,"168,6","84,8",14,2008,"['_pengusahadetail(""?pm=sRq0BYqv9aaDbrKuPHCK7g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""AS Collection"")']"
 BGD Collection,Pembuatan Sabuk,"9,5",18,3,2008,"['_pengusahadetail(""?pm=7EY+BCknoXKkwq4pJejt+Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""BGD Collection"")']"
 Christa collection,Pembuatan Dompet,"176,31",45,4,2008,"['_pengusahadetail(""?pm=QHhFo3s1R49TDz5l1LVEwg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Christa collection"")']"
 Widarjat Blankon,Pembuatan Blangkon,"7,8",86,3,2008,"['_pengusahadetail(""?pm=RkhxpVBXK8poUTKc8mtE4w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Widarjat Blankon"")']"
 HAN,Pembuatan Sarung Hp,"168,5",36,2,2008,"['_pengusahadetail(""?pm=NoXrKdi80N5BgCnh8N4wDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""HAN"")']"
 G Silver,Pembuatan Cincin,"480,8",50,4,2008,"['_pengusahadetail(""?pm=J8HrIZR8fm4dy2GbMLpgzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""G Silver"")']"
 Surodjo Handycraft,Pembuatan Topeng dan Roroblonyo,"136,75","66,6",5,2008,"['_pengusahadetail(""?pm=4wKtqpm8FLLAUu0oyxrBtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Surodjo Handycraft"")']"
 Fadaco,"Pembuatan Tempat Hp, Dompet dan Gantungan Kunci","19,2","163,2",6,2008,"['_pengusahadetail(""?pm=kPxewCD2SZdK2iAbUz2VkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Fadaco"")']"
 Vita collection,Pembuatan Tas,"399,3",90,2,2008,"['_pengusahadetail(""?pm=PpM40pJBVSyAN94cTDxiKw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Vita collection"")']"
 HS Collection,Pembuatan Dompet,"410,9","153,6",2,2008,"['_pengusahadetail(""?pm=HrjG7UTbkR/+PBufJJxUYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""HS Collection"")']"
 Purwanto,Pembuatan Sarung Hp,"17,75",96,5,2008,"['_pengusahadetail(""?pm=AvjHy+WZScUNulV5OaMYaQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Purwanto"")']"
 Farid Collection,Pembuatan Dompet ,"24,65",38,2,2008,"['_pengusahadetail(""?pm=h8CvwDebZueRj92j+qA0QQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Farid Collection"")']"
 AENGS ,Pembuatan Dompet Parasit dan Dompet Batik,"71,5",180,4,2008,"['_pengusahadetail(""?pm=N0j+FmdIDZsuNjvjCq/yKg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""AENGS "")']"
" Dompet ""Bu edi""",Pembuatan Dompet Batik,"26,5",230,6,2008,"['_pengusahadetail(""?pm=u6xNVKEfLuPSaGIM32CZsA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dompet ""Bu edi"""")']"
" Dompet batik mbak ""Us""",Pembuatan Dompet Batik,"17,2",144,5,2008,"['_pengusahadetail(""?pm=Dmr/h1rMGZK3ubXLhXL6CA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dompet batik mbak ""Us"""")']"
 Sutarminah dompet batik,Pembuatan Dompet Batik,"76,8",540,12,2008,"['_pengusahadetail(""?pm=4sEzT15vaSJhfaSpNghuCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sutarminah dompet batik"")']"
 Jaran Craft,Pembuatan Handle Tas,"242,35",192,10,2008,"['_pengusahadetail(""?pm=AjoWYhPubWKFZX5ZfZgcFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jaran Craft"")']"
 Sale Pisang Famili ,Industri Sale Pisang Goreng,77,1.464,20,2013,"['_pengusahadetail(""?pm=tO7xx7hu+f9XLicmHHhU2w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Sale Pisang Famili "")']"
 Citra (Pastry) Sugema (wajit),Pembuatan Wajit & pastry wajit,"247,6",576,18,2008,"['_pengusahadetail(""?pm=9tth7QOz9wiToKBvv4t49g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Citra (Pastry) Sugema (wajit)"")']"
 Ranginang Ketan Ibu Awat,Pembuatan Ranginang,"73,89",48,6,2008,"['_pengusahadetail(""?pm=xthQIqAM0862JlCDKNUsLQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ranginang Ketan Ibu Awat"")']"
 Pos Karya,Pembuatan Kubah Mesjid & perabotan rumah tangga,59,132,8,2008,"['_pengusahadetail(""?pm=vnl3YdYzqqdEZgdDLnItYQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pos Karya"")']"
 Cahya Alumunium 2,"Pembuatan Alumunium (lemari, kusen, etalase, dll)","163,2",360,4,2008,"['_pengusahadetail(""?pm=P7Qvo8FXmY+Xn9V7gudWuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cahya Alumunium 2"")']"
 Amran Sirait,Kerajinan Gerabah,"20,5","19,69",2,2009,"['_pengusahadetail(""?pm=sqCarsxvr7Dpz+2eTJ3w5A==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Amran Sirait"")']"
 Fire Advertising,Percetakan,"54,5",113,2,2008,"['_pengusahadetail(""?pm=cMhqMhbYnl1nRQp1xVcQqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Fire Advertising"")']"
 UD. Dua Bersaudara,Pengolahan Rotan,"448,5",600,4,2008,"['_pengusahadetail(""?pm=9OsJ1vpQdklqKXuaO5DOuA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Dua Bersaudara"")']"
 UD. Sahabat,Pengolahan Kedelai,"107,65","28,5",3,2008,"['_pengusahadetail(""?pm=+/acj4pzcubBI0we+RvRGg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Sahabat"")']"
 KENDIS HOME INDUSTRI,INDUTRI KUE,2,"74,4",2,2010,"['_pengusahadetail(""?pm=druYCgHep/imt9BJiuF6Bg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""KENDIS HOME INDUSTRI"")']"
 Berkah,Pengolahan Tahu,"83,5",720,9,2008,"['_pengusahadetail(""?pm=J71qgbAo1iUHZIHzj9pKqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Berkah"")']"
 Es Kusuka,Pembuatan Es Lilin,"54,2",60,3,2008,"['_pengusahadetail(""?pm=wpNXilnEp8wjXBrKGbZrxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Es Kusuka"")']"
 Tahu Tauhid,Pengolahan Tahu,"620,2",3.600,15,2008,"['_pengusahadetail(""?pm=69rAtd6H9CzgaWkYfCltVw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tahu Tauhid"")']"
 MEMBUAT BATA KASIM,MEMBUAT BATA,135,37,3,2011,"['_pengusahadetail(""?pm=yN6LgYtvD9WAUIj7S12N9A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""MEMBUAT BATA KASIM"")']"
 Redi Collection,Pembuatan Tempat Hp,"325,26","30,24",2,2008,"['_pengusahadetail(""?pm=MNnxRExr9PhDtHt2OOLhkA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Redi Collection"")']"
 CV Cemara Sari,Pembuatan Cemara dan Sanggul Tradisional dan Modern,114,19,3,2008,"['_pengusahadetail(""?pm=SYYxP5+w+fvfjwjf5H1r3w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""CV Cemara Sari"")']"
" Bakpia Pathuk ""97""",Pembuatan Bakpia,124,"525,6",8,2008,"['_pengusahadetail(""?pm=LDa4PMb1G+AxDFhfUmKJig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakpia Pathuk ""97"""")']"
 Triyono Darso Collection,Pembuatan Blangkon,"54,1",30,2,2008,"['_pengusahadetail(""?pm=59AQwTlbPhFpXoliwbT8Eg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Triyono Darso Collection"")']"
" Bakpia Pathok ""447""",Pembuatan Bakpia,"153,5",400,15,2008,"['_pengusahadetail(""?pm=kHi6QQcgKIwhLrXqiWYpMg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakpia Pathok ""447"""")']"
 Slamet Santoso,"Pembuatan Dompet, Sarung Hp","15,7",240,5,2008,"['_pengusahadetail(""?pm=jofvo7Jm1MIKrdBQMA4uOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Slamet Santoso"")']"
 Nur Surya Souvenir,Pembuatan Plakat Fiberglass,"205,5",144,6,2008,"['_pengusahadetail(""?pm=kn0AmJ+qnxphsi4/rrXBBw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nur Surya Souvenir"")']"
 Anggie Collection,Pembuatan Dompet,"68,9",160,5,2008,"['_pengusahadetail(""?pm=lr0dueIU/mzGSruZ+V5Erg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Anggie Collection"")']"
 Bakpia Pathok 27,Pembuatan Bakpia,"445,86",864,7,2008,"['_pengusahadetail(""?pm=to8CMGjXTDQDF++tQTNQ6Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bakpia Pathok 27"")']"
 Indah Craft,"Pembuatan Kulit, Logam, Batok dan Kayu Batik","420,5",900,2,2008,"['_pengusahadetail(""?pm=c+r+R8LGVxGZdJRu+LxkYA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Indah Craft"")']"
