Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Kedai Senyum,Dagang keperluan outdoor,77,"62,25",1,2008,"['_pengusahadetail(""?pm=tTy1L3nnGaNBNIkSfvS7Yg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kedai Senyum"")']"
 Karya Motor Sport,Dagang Aksesoris Kendaraan,87,30,3,2008,"['_pengusahadetail(""?pm=taTRHaqkCJ2Cd58dGrHdWg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Karya Motor Sport"")']"
 Lapek Bugis Keluarga,Dagang Tanaman,"367,5",264,1,2008,"['_pengusahadetail(""?pm=kRPPVDUaQPa7vuirt4CkOA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Lapek Bugis Keluarga"")']"
 Yulia Mayang Sari,Dagang Batik,161,570,8,2008,"['_pengusahadetail(""?pm=AtbkHUkajd4Bc1mBWUdceQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yulia Mayang Sari"")']"
 TOKO LUKISAN UDIN FRIEND,LUKISAN,"14,2",88,1,2011,"['_pengusahadetail(""?pm=VMt7JI3kcrEg21mQJor+Eg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TOKO LUKISAN UDIN FRIEND"")']"
 CHICK DUD STORE,Jual Dvd,"108,4",108,1,2011,"['_pengusahadetail(""?pm=Q1EiZFK6ZpdVdrAENpmmoA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""CHICK DUD STORE"")']"
 KIOS BENSIN SRI,Kios Bensin,"2,5",540,2,2011,"['_pengusahadetail(""?pm=T0J2zMvQL1fWy65Ma8IAsg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KIOS BENSIN SRI"")']"
 RISNA JAYA,LPG 3kg,83,300,2,2011,"['_pengusahadetail(""?pm=z/jbkql/REfZJD7U7LY5Pg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RISNA JAYA"")']"
 KERAJINAN PENDIL,Pendil,18,212,2,2011,"['_pengusahadetail(""?pm=ANso2ZBwQKK8/PELo8PKiQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""KERAJINAN PENDIL"")']"
 Toko Irawan,Dagang,"115,8",264,2,2012,"['_pengusahadetail(""?pm=Gp+CxSk8QHyma22dkWnNnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Irawan"")']"
 Oka Cell Dan Photocopy,Jasa,"176,3",84,2,2012,"['_pengusahadetail(""?pm=+w1ZQ2uqxif/3x9rlkmZPg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Oka Cell Dan Photocopy"")']"
 Pratama Jaya Gipsum,Dagang,60,180,2,2012,"['_pengusahadetail(""?pm=/YUgX2ezdHw6rgu0qoCHjw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Pratama Jaya Gipsum"")']"
 Ari,Dagang Sembako,55,111,1,2012,"['_pengusahadetail(""?pm=xGNFggsOtiiSgANebcQMNQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Ari"")']"
 Perorangan,Dagang,122,183,1,2012,"['_pengusahadetail(""?pm=I790W/1DAEu0tKJZx8eE9A==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Perorangan"")']"
 Toko Purwanto,Dagang Sembako,"260,2",345,2,2012,"['_pengusahadetail(""?pm=QM8OeUZHeVJ1Y0s0UgL4Sg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Purwanto"")']"
 UD Wirawan,Dagang Perlengkapan Sembahyang,41,"20,9",2,2008,"['_pengusahadetail(""?pm=orAlTLmlRUDeNtrAfo4IOw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Wirawan"")']"
 Dagang Canang Ketut Sueni,Dagang Canang,17,360,1,2008,"['_pengusahadetail(""?pm=1xiaw4cCp44ehdYimOeYlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dagang Canang Ketut Sueni"")']"
 WARUNG IBU HAERATUN,USAHA JUAL SEMBAKO,"20,06","49,43",2,2012,"['_pengusahadetail(""?pm=meXOTqpyJkieoBy3/vzN4w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""WARUNG IBU HAERATUN"")']"
 MATAR MOTOR,Bengkel Motor,"35,15",148,2,2012,"['_pengusahadetail(""?pm=B63DnorT6kn1AwqGeRVtqQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""MATAR MOTOR"")']"
 Warung Sri,Dagang ,"106,8",100,2,2012,"['_pengusahadetail(""?pm=SaOTsxTyZbq6MlVXVRfYQA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sri"")']"
 Jo Elektronik,Dagang,147,120,2,2012,"['_pengusahadetail(""?pm=NcktNs0YhkMd4fwkEPCKTQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Jo Elektronik"")']"
 Warung Dwi,Dagang,131,100,2,2012,"['_pengusahadetail(""?pm=CIA87PoHTJbaRq17VPvMqg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Dwi"")']"
 Warung Km,Sembako,112,74,1,2012,"['_pengusahadetail(""?pm=nDBRBrxEn9F3BtZZB3tESQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Km"")']"
 Bengkel Hutahuruk,Bengkel Motor,72,54,1,2012,"['_pengusahadetail(""?pm=6bIA4uCn38rC9CKOa5fsJw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Hutahuruk"")']"
 Toko Juwarti,Dagang,50,116,1,2012,"['_pengusahadetail(""?pm=kwD/T8LeJOC2IOrGUjazRg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Juwarti"")']"
 Warung Nabila,Dagang,128,93,1,2012,"['_pengusahadetail(""?pm=OHtWYky+g+RMyU9mP/L+LA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Nabila"")']"
 Okta,Dagang,117,54,1,2012,"['_pengusahadetail(""?pm=yDNPJuMKkaTf8oop6ecPDg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Okta"")']"
 Kios Ayu,Kios,"384,6",72,1,2012,"['_pengusahadetail(""?pm=NKuPZYP0LZHJ8XzerzhyKA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Ayu"")']"
 Kios Asha,Sembako,"199,5","140,4",2,2013,"['_pengusahadetail(""?pm=ylXNWL1l2r0CWvBd9n0ihw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Asha"")']"
 Kios Hartati,Sembako,81,"129,6",2,2013,"['_pengusahadetail(""?pm=TwFLf5nioM6gMStu5Gi26w==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Hartati"")']"
 UD Jagung Atun (Penjualan Jagung),Penjualan Jagung,"23,1",80,1,2014,"['_pengusahadetail(""?pm=gNCYvapQcz+6MtopVdUGYg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""UD Jagung Atun (Penjualan Jagung)"")']"
 Pakaian Cakar,Penjualan Baju,192,"197,5",1,2014,"['_pengusahadetail(""?pm=hfbHir32F2KixLwWhVtLDA==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Pakaian Cakar"")']"
 UD Nurhikma,Grosir Eceran,385,180,3,2014,"['_pengusahadetail(""?pm=CU+R3rvPsrcNagF/zFroXQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""UD Nurhikma"")']"
 Jual Beli Sepeda,Jual Beli Sepeda,"35,5",96,2,2014,"['_pengusahadetail(""?pm=MteF2mCXCdRqgzbOtTSEKQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Jual Beli Sepeda"")']"
 Jual Beli Batu Cincin,Jual Batu Cincin,"23,75",360,2,2014,"['_pengusahadetail(""?pm=NMmB93xILN4DPjqB9w5ZUA==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Jual Beli Batu Cincin"")']"
 CV Budi Tri Jaya,Bengkel Mobil,401,"23,5",3,2014,"['_pengusahadetail(""?pm=LpLcCgIgFG52cWF0zAsNSg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""CV Budi Tri Jaya"")']"
 Minyak Masrina,Agen Bbm,840,99,1,2014,"['_pengusahadetail(""?pm=vW/xYz/9M+hOZPqURs3mGQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Minyak Masrina"")']"
 Warung Jajanan ,Warung Jajanan ,"56,5",100,1,2014,"['_pengusahadetail(""?pm=hN1Ida/40RzWLbppJHmDDQ==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Warung Jajanan "")']"
 Kios Sembako ,Kios Kelontong Dan Gorengan ,148,274,1,2014,"['_pengusahadetail(""?pm=ZMOzi4WBFyJO8WbOm4kV5A==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kios Sembako "")']"
 Rujak Potong ,Rujak Potong,24,288,2,2014,"['_pengusahadetail(""?pm=E+GhfXLLcDS5Rqzg9TpZtg==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Rujak Potong "")']"
 Kfc Kaki Lima ,Ayam Goreng ,"29,5",180,1,2014,"['_pengusahadetail(""?pm=nvURDIjV9q5x4ojEpkptog==&mp=xI6rAeQkygTAn3Z625IGLg=="",""Kfc Kaki Lima "")']"
 Ganto Minang,Rumah Makan,"69,5",18,2,2015,"['_pengusahadetail(""?pm=R1jobNa+cq7qFGpKNXCmYg==&mp=Q47xnX4Fmgxfelhgew2rrQ=="",""Ganto Minang"")']"
 Kartini Game,"Fd, Hardisk, Game","19,5",36,2,2015,"['_pengusahadetail(""?pm=E5eCzfTq1FmXShP+PdxRcQ==&mp=Q47xnX4Fmgxfelhgew2rrQ=="",""Kartini Game"")']"
 Warung Pempek,Pempek,114,36,3,2015,"['_pengusahadetail(""?pm=CcTiRPp6kBvMuzLPavymkg==&mp=Q47xnX4Fmgxfelhgew2rrQ=="",""Warung Pempek"")']"
 Warung Dan Steam Febri,Warung,"103,5",36,0,2012,"['_pengusahadetail(""?pm=Bs9zkpLRWDgRIzrnas/DNw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Dan Steam Febri"")']"
 Bengkel Wawan Motor,Bengkel Motor,126,60,1,2012,"['_pengusahadetail(""?pm=1pgnYQQa1tKyNxgazJXjhQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Wawan Motor"")']"
 Toko Burung Satria,Toko Burung,154,24,0,2012,"['_pengusahadetail(""?pm=NA8jKFNs9WGB3p7yEGptZw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Burung Satria"")']"
 Ridho ponsel dan komputer,Dagang Voucher Handphone,"14,5",180,1,2008,"['_pengusahadetail(""?pm=KxEEF3NGymAPqR2OSimBUw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ridho ponsel dan komputer"")']"
 Cucian Mobil Dan Motor Kalijaga,Cuci Mobil dan Motor,24,144,5,2013,"['_pengusahadetail(""?pm=EfIMBG3UKQjQmMx3Maw9zQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Cucian Mobil Dan Motor Kalijaga"")']"
 Plastik Farm,Perdagangan Plastik,23,"187,5",2,2011,"['_pengusahadetail(""?pm=TapYDNSDp0ipNJSFO1mFqQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Plastik Farm"")']"
 NA,Pedagang Sandal,77,201,2,2011,"['_pengusahadetail(""?pm=K/2jOqIOXcxAJoR4JoLR3Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""NA"")']"
 Warung Ibu Masturi,Warung Pecel,83,15,0,2012,"['_pengusahadetail(""?pm=gq4hY5V552dH0Fm3Z6bfhw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Ibu Masturi"")']"
 Belatik Kambing Rudi,Belatik Kambing,117,30,0,2012,"['_pengusahadetail(""?pm=LTTvg3YeJBHcb/9sQlpU2Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Belatik Kambing Rudi"")']"
 Tiara Collection,Assesoris Wanita,518,"263,2",5,2010,"['_pengusahadetail(""?pm=dnV5C2x5eMhytq9E0/4IeA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Tiara Collection"")']"
 Bengkel Roni,Bengkel Ganti Oli Motor,17,36,0,2012,"['_pengusahadetail(""?pm=9BsM0LxNrp9ASGwoAGDoFQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Roni"")']"
 Warung Hari,Dagang,7,25,0,2012,"['_pengusahadetail(""?pm=JyrgPC/EdOiV+A3yoHLkWg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Hari"")']"
 Bakso Pakde Rosidi,Dagang Bakso,4,36,1,2012,"['_pengusahadetail(""?pm=VkBpIdzWCkOgInlDHujlPQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bakso Pakde Rosidi"")']"
 Rumah Makan 3 Putera,Rumah Makan,110,100,5,2012,"['_pengusahadetail(""?pm=cTBQQyayMzwXajnxWB79JA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Rumah Makan 3 Putera"")']"
 Warung Wiwik,Warung Serba Ada,14,30,0,2012,"['_pengusahadetail(""?pm=GC7P9bHycNer2NDvFM4ttw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Wiwik"")']"
 Bengkel Las Mekar Jaya,Bengkel Las,45,100,1,2012,"['_pengusahadetail(""?pm=GfP619OEMvw1PGAVA+a72Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Las Mekar Jaya"")']"
 Izul Cell,Selular,44,36,0,2012,"['_pengusahadetail(""?pm=JUYHw4j6hN/ycUIvL6OHlw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Izul Cell"")']"
 Toko Zaki,Toko Kelontongan,81,360,0,2012,"['_pengusahadetail(""?pm=4zYE1YonuTdkMJBbqPUThg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Zaki"")']"
 Toko Solihin,Toko Kelonton0g,29,108,0,2012,"['_pengusahadetail(""?pm=eFgdDPBFFp1DRodAisWxLg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Solihin"")']"
 Warung Iyoh,Toko Kelontong,28,36,0,2012,"['_pengusahadetail(""?pm=Z0401yKMYFV3i2h8OQBWmQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Iyoh"")']"
 Warung Sobirin,Toko Kelontong,50,360,0,2012,"['_pengusahadetail(""?pm=7cZmH8unc5SY+GncHpscGA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Sobirin"")']"
 Bunga Cell,Toko Kelontong,36,216,0,2012,"['_pengusahadetail(""?pm=IvfqH05vg35CR3XP42094g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bunga Cell"")']"
 Wr. Redi,Toko Kelontong,18,216,0,2012,"['_pengusahadetail(""?pm=St42AL96XboRNU0CN2WasA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Wr. Redi"")']"
 Wr.Tinem,Toko Kelontong,"15,5",60,0,2012,"['_pengusahadetail(""?pm=8HmJ5MzInGoRN2Dj+uaKHw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Wr.Tinem"")']"
 Toko Sujai,Pemancingan,"167,5",72,0,2012,"['_pengusahadetail(""?pm=aaYIaUfY3iegNDVNnUCC9Q==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Sujai"")']"
 RM Nurhayati,Rumah Makan,"26,5",180,2,2012,"['_pengusahadetail(""?pm=ObtSHJsuaPiXfZtmU85ipg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RM Nurhayati"")']"
 Ira Cell,Konter,"19,5",60,0,2012,"['_pengusahadetail(""?pm=6Iu6W9o1wfvMPjinM1xcew==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Ira Cell"")']"
 Wr Nasikin,Warung Kelontong,"50,5",144,0,2012,"['_pengusahadetail(""?pm=q7R+pr9tbthDY4x5LeburA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Wr Nasikin"")']"
 Kios Abu,Kios Burung,22,72,0,2012,"['_pengusahadetail(""?pm=GwLWef8BRaW/akhuJpY5Sg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Abu"")']"
 Wr.Risman,Toko Kelontong,29,72,0,2012,"['_pengusahadetail(""?pm=KUxX3iMyjLS+RXF6h+wBCA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Wr.Risman"")']"
 Warung Atin,Warung,"18,8",54,0,2012,"['_pengusahadetail(""?pm=oZ2jD0k6l69N/OVawPcLwg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Atin"")']"
 Vita Qua (Depot Air Minum),Depot Air Minum,120.300.000,13.440.000,1,2013,"['_pengusahadetail(""?pm=VXpZZ0YGZ8L5Mg9bur0tzQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Vita Qua (Depot Air Minum)"")']"
 Warung Wahyu,Warung Sembako,60,36,0,2012,"['_pengusahadetail(""?pm=srBZDYcJbmrZgvzxU6IiuA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Wahyu"")']"
 Ponsel Aries,Dagang Handphone,"7,3",144,2,2008,"['_pengusahadetail(""?pm=iuPnk+fzwLf6TPS71Zvptw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ponsel Aries"")']"
 Persewaan Tratag Dan Rias Pengantin,Jasa Persewaan,413,410,6,2013,"['_pengusahadetail(""?pm=NHJcL1D/e1pm0IUgBBzcRQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Persewaan Tratag Dan Rias Pengantin"")']"
 UD. Hasil,Dagang Bahan Bangunan,215,120,2,2008,"['_pengusahadetail(""?pm=c2SPRsGuUxZfyvhFogU1pQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Hasil"")']"
 Toko Mahkota,Dagang Gas Elpiji,"238,62","100,8",1,2008,"['_pengusahadetail(""?pm=GjjLy4V33cWXcflCZ051BQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Mahkota"")']"
 Van Hauten Cell,Dagang Voucher dan Handphone,60,384,2,2008,"['_pengusahadetail(""?pm=CUVS5hPOYplDG5VYuuAJuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Van Hauten Cell"")']"
 Rief Cell,Dagang Voucher dan Handphone,17,720,4,2008,"['_pengusahadetail(""?pm=QcNWWQnr9k//oulvipLmsw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rief Cell"")']"
 Toko Salsa,Dagang Alat tulis kantor,540,180,1,2008,"['_pengusahadetail(""?pm=9pKX2CsywY7XUdpL1JQcFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Salsa"")']"
 UD Setia Jaya,Dagang Barang Bekas,160,180,2,2008,"['_pengusahadetail(""?pm=7WrWbYMgWpWK4CcCBEhUlA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Setia Jaya"")']"
 Tiga A Xerox,Dagang Alat Tulis Kantor,22,132,6,2008,"['_pengusahadetail(""?pm=I9rnR1aNUQ237KOaE3SrWw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tiga A Xerox"")']"
 Alfa Jaya,Dagang Bambu,"6,5",36,2,2008,"['_pengusahadetail(""?pm=9r38U5orbIbwz8L+Dt250w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Alfa Jaya"")']"
 Mak Cell,Dagang Voucher dan Handphone,38,120,4,2008,"['_pengusahadetail(""?pm=TQlM8aA3vKX4E6KmMExK4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mak Cell"")']"
 Mandala Citra,Dagang Tas,"23,5",108,1,2008,"['_pengusahadetail(""?pm=AKn5yPnwqYL7TJDA3qEpUg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mandala Citra"")']"
 Toko Agus,Penjualan Manisan,1.018,120,0,2009,"['_pengusahadetail(""?pm=2jgmYuREnn9D4XUJX4pGew==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Toko Agus"")']"
 Toko Mila,Toko Kelontong,"19,5",240,1,2012,"['_pengusahadetail(""?pm=lJtVP3/HlFvv4XESX8O1yQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Mila"")']"
 Warung Raxel,Toko Kelontong,32,72,0,2012,"['_pengusahadetail(""?pm=9OjNS8Z1aOGt1a0bo5Y4og==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Raxel"")']"
 Toko Arya,Toko Kelontong,41,360,0,2012,"['_pengusahadetail(""?pm=UwAqTIFmgFiHVXRQ3GeutA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Arya"")']"
 Dwi Putri,Warung,67,540,0,2012,"['_pengusahadetail(""?pm=0WmCQtf3T0nr0o/kmsxnrw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Dwi Putri"")']"
 Ayu Cell,Konter Celluler,"22,65",72,0,2012,"['_pengusahadetail(""?pm=sQmsuW1BTc+gd+FL7kjr4g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Ayu Cell"")']"
 Warung Oki,Warung,17,60,0,2012,"['_pengusahadetail(""?pm=0ta9AmQ44HptUweyttqRmw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Oki"")']"
 Toko Tesa,Toko Kelontong,36,144,0,2012,"['_pengusahadetail(""?pm=u53bNf8rkjdxxneUNJvSyQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Tesa"")']"
 Toko Berlian,Toko Kelontongan,"71,05",90,0,2012,"['_pengusahadetail(""?pm=wO/hDEUq/vwWKyAXpxAXBg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Berlian"")']"
 RM Ratnawati,Rumah Makan,"57,5",120,0,2012,"['_pengusahadetail(""?pm=Urmj7PY/e2koBMn8CBHKpA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""RM Ratnawati"")']"
 Warung Tinem,Warung,"53,7",108,0,2012,"['_pengusahadetail(""?pm=t63C6XGoqB6kmQ2n7mC3yA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Tinem"")']"
 Warung Irma,Warung,"6,5","35,64",0,2012,"['_pengusahadetail(""?pm=WGd0YbjAl0Pb7PNF+ClqGQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Irma"")']"
 Warung Tati,Warung,"26,9",72,0,2012,"['_pengusahadetail(""?pm=mwNJ4bQXNJP8g4oS2n0YNQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Tati"")']"
 Laila Cell,Konter Cellular,"7,3",108,0,2012,"['_pengusahadetail(""?pm=UvhMf8UmUgOa7oKQ2Mcouw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Laila Cell"")']"
 Jank Cell,Konter Cellular,"10,5",40,0,2012,"['_pengusahadetail(""?pm=6zAqCJtOmBBr4UkV+eILcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Jank Cell"")']"
 Bengkel Mono,Bengkel,77,240,2,2012,"['_pengusahadetail(""?pm=5tHcA5lFCe0VpHFX3AUbxA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Mono"")']"
 Warung Wati,Warung,"63,7",108,0,2012,"['_pengusahadetail(""?pm=0zOhuKiVCekLqwwn1SATqA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Wati"")']"
 Warung Jajang,Warung,38,144,0,2012,"['_pengusahadetail(""?pm=uIdqFYWb90ypEdUkQISCxA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Warung Jajang"")']"
 Andre Jaya,Jasa,"192,5",140,5,2012,"['_pengusahadetail(""?pm=7+BOLbVxi9bmulFAt3+tQg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Andre Jaya"")']"
 Raja,Dagang,147,600,2,2012,"['_pengusahadetail(""?pm=vAlYsKFl6l3gUbizzyx5pg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Raja"")']"
 Toko Diva,Dagang,77,76,2,2012,"['_pengusahadetail(""?pm=MTR5+Xak6in2zHUCX8KJnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Diva"")']"
 Optik Surya Abadi,Dagang,50,89,2,2012,"['_pengusahadetail(""?pm=3UXfdUI3Nm1OxmgO6yr9mA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Optik Surya Abadi"")']"
 Toko Obat Raja Farma,Dagang,"65,5",63,2,2012,"['_pengusahadetail(""?pm=4XsKbkmZMPzKJcKZH+04Mg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Toko Obat Raja Farma"")']"
 Azka Cell Dan Fotocopy,Jasa,"135,3",108,2,2012,"['_pengusahadetail(""?pm=pI+cS+ldrcM0cpbr4eCtnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Azka Cell Dan Fotocopy"")']"
 NP SPEED,Dagang,110,60,2,2012,"['_pengusahadetail(""?pm=+jFVAdrKrazugqxRmv7/Rw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""NP SPEED"")']"
 Martin Cell,Dagang,15,84,1,2012,"['_pengusahadetail(""?pm=UXsUQlJoTXX9bllSZuqOTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Martin Cell"")']"
 John Elektronik,Dagang,30,77,1,2012,"['_pengusahadetail(""?pm=dfSsJE9h93oBbxUtHxxPew==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""John Elektronik"")']"
 Zidane,Dagang,132,120,2,2012,"['_pengusahadetail(""?pm=y1m91Ls2OYO/Yt+1+ABs3w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Zidane"")']"
 Beetwen Fotocopy,Jasa,"111,8",129,3,2012,"['_pengusahadetail(""?pm=OL0ySL18X+FluQksURg0+w==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Beetwen Fotocopy"")']"
 Bandrek Irfan,Bandrek,0,0,1,2012,"['_pengusahadetail(""?pm=mSU9mc6CGgjkrbdLUAzVSw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bandrek Irfan"")']"
 Yunika Ponsel,Dagang Voucher HP,23,108,2,2008,"['_pengusahadetail(""?pm=ooNj1LJNV7YxFUyH/3yibg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yunika Ponsel"")']"
 Hykal Motor,Dagang Sparepart,22,84,2,2008,"['_pengusahadetail(""?pm=np7mmk1IngPaK7ODjgO2QQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hykal Motor"")']"
 Kedai Buyung,Dagang Makan dan Minuman,27,108,2,2008,"['_pengusahadetail(""?pm=NQrmHl7XJgJGS6U46xRmDw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kedai Buyung"")']"
 Lontong Tuyuhan Pak Zaery,Warung Makan,236,369,3,2013,"['_pengusahadetail(""?pm=7QiNnrXcZmAbI75VHr0Jlw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Lontong Tuyuhan Pak Zaery"")']"
 Toko Rochmad,Dagang Kelontong,135,280,3,2008,"['_pengusahadetail(""?pm=P7zjhZtwJrJy1E9p67HqNg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Rochmad"")']"
